"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 19 16:14:23 GMT 2023","Sun Mar 19 16:14:30 GMT 2023","6755","create a wallet","create/account","create/password > create/seed > create/confirm","","","#1 输入顺序和之前不一致=>无法点击confirm",""
"broken","Sun Mar 19 16:16:40 GMT 2023","Sun Mar 19 16:16:40 GMT 2023","0","popup","","","","","""after each"" hook for ""在白名单的网页，点击enable,不用approve""",""
"passed","Sun Mar 19 16:15:12 GMT 2023","Sun Mar 19 16:15:17 GMT 2023","5076","importWallet","import/seed","","","","#6 还没输完，点击next=>点击失败",""
"passed","Sun Mar 19 16:14:58 GMT 2023","Sun Mar 19 16:15:04 GMT 2023","5934","importWallet","import/seed","","","","#3 输入的助记词包含特殊符号 => 无法导入助记词",""
"skipped","Sun Mar 19 16:15:24 GMT 2023","Sun Mar 19 16:15:24 GMT 2023","0","importWallet","import/seed","import/password","","","#2-0 输入的密码:中文12345678=>报错",""
"broken","Sun Mar 19 16:14:39 GMT 2023","Sun Mar 19 16:14:46 GMT 2023","7258","importWallet","","","","","#1 输入正确的助记词 # 导入账户成功 ",""
"skipped","Sun Mar 19 16:14:03 GMT 2023","Sun Mar 19 16:14:03 GMT 2023","1","create a wallet","create/account","","","","#4 输入的用户名过长 => 限制长度",""
"passed","Sun Mar 19 16:15:17 GMT 2023","Sun Mar 19 16:15:24 GMT 2023","6208","importWallet","import/seed","import/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"skipped","Sun Mar 19 16:14:09 GMT 2023","Sun Mar 19 16:14:09 GMT 2023","1","create a wallet","create/account","create/password","","","#2-1 输入的密码:🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕=>报错",""
"passed","Sun Mar 19 16:14:09 GMT 2023","Sun Mar 19 16:14:14 GMT 2023","5525","create a wallet","create/account","create/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"passed","Sun Mar 19 16:14:20 GMT 2023","Sun Mar 19 16:14:23 GMT 2023","2851","create a wallet","create/account","create/password > create/seed","","","#3 点击next=>点击成功",""
"passed","Sun Mar 19 16:14:52 GMT 2023","Sun Mar 19 16:14:58 GMT 2023","5799","importWallet","import/seed","","","","#2 输入的助记词包含数字 # 无法导入助记词",""
"passed","Sun Mar 19 16:14:30 GMT 2023","Sun Mar 19 16:14:35 GMT 2023","4568","create a wallet","create/account","create/password > create/seed > create/confirm","","","#2 输入错误的顺序能够，能够取消输入正确的顺序",""
"broken","Sun Mar 19 16:16:44 GMT 2023","Sun Mar 19 16:16:44 GMT 2023","0","notification","sign-data","","","","""before all"" hook for ""signData(type:fullOwnership,payload:{""signer"":""0x00"",""data"":""0x00""}),expected:mooooock signed data""",""
"passed","Sun Mar 19 16:14:35 GMT 2023","Sun Mar 19 16:14:38 GMT 2023","3635","create a wallet","create/account","create/password > create/seed > create/confirm","","","#3 输入正确的顺序后，能够点击confirm",""
"passed","Sun Mar 19 16:14:14 GMT 2023","Sun Mar 19 16:14:17 GMT 2023","2905","create a wallet","create/account","create/password > create/seed","","","#1 clipboard 和 框里一致",""
"skipped","Sun Mar 19 16:14:09 GMT 2023","Sun Mar 19 16:14:09 GMT 2023","1","create a wallet","create/account","create/password","","","#2-0 输入的密码:中文中文中文中文中文中文中文=>报错",""
"passed","Sun Mar 19 16:14:17 GMT 2023","Sun Mar 19 16:14:20 GMT 2023","2763","create a wallet","create/account","create/password > create/seed","","","#2 点击返回=>点击成功",""
"skipped","Sun Mar 19 16:14:03 GMT 2023","Sun Mar 19 16:14:03 GMT 2023","0","create a wallet","create/account","","","","#3 输入的用户名包含特殊符号，中文，表情等 => 报错",""
"broken","Sun Mar 19 16:16:18 GMT 2023","Sun Mar 19 16:16:29 GMT 2023","11208","popup","whitelist-sites","","","","在白名单的网页，点击enable,不用approve",""
