"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 07 14:22:56 GMT 2023","Tue Mar 07 14:23:02 GMT 2023","5663","create a wallet","create/account","create/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"skipped","Tue Mar 07 14:24:27 GMT 2023","Tue Mar 07 14:24:27 GMT 2023","0","importWallet","import/seed","import/password > import/account","","","#4 输入的用户名过长 => 限制长度",""
"broken","Tue Mar 07 14:24:46 GMT 2023","Tue Mar 07 14:24:56 GMT 2023","10323","popup","","","","","连接网站时,查询连接状态为已连接,关闭后为未连接",""
"passed","Tue Mar 07 14:24:19 GMT 2023","Tue Mar 07 14:24:25 GMT 2023","5542","importWallet","import/seed","import/password > import/account","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"broken","Tue Mar 07 14:24:34 GMT 2023","Tue Mar 07 14:24:44 GMT 2023","10062","demo","","","","","0-signData test",""
"passed","Tue Mar 07 14:24:34 GMT 2023","Tue Mar 07 14:24:34 GMT 2023","7","demo","","","","","连接成功之后,connectButton 按钮将改为关闭状态",""
"passed","Tue Mar 07 14:23:11 GMT 2023","Tue Mar 07 14:23:13 GMT 2023","2098","create a wallet","create/account","create/password > create/seed","","","#3 点击next=>点击成功",""
"passed","Tue Mar 07 14:23:19 GMT 2023","Tue Mar 07 14:23:23 GMT 2023","3733","create a wallet","create/account","create/password > create/seed > create/confirm","","","#2 输入错误的顺序能够，能够取消输入正确的顺序",""
"passed","Tue Mar 07 14:23:02 GMT 2023","Tue Mar 07 14:23:07 GMT 2023","4962","create a wallet","create/account","create/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"passed","Tue Mar 07 14:24:00 GMT 2023","Tue Mar 07 14:24:05 GMT 2023","5538","importWallet","import/seed","import/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Tue Mar 07 14:24:57 GMT 2023","Tue Mar 07 14:24:57 GMT 2023","636","popup","","","","","能够点击whitelist-sites",""
"broken","Tue Mar 07 14:22:42 GMT 2023","Tue Mar 07 14:22:48 GMT 2023","6512","create a wallet","","","","","#1 确认助记词成功#成功创建账户",""
"skipped","Tue Mar 07 14:22:56 GMT 2023","Tue Mar 07 14:22:56 GMT 2023","0","create a wallet","create/account","","","","#3 输入的用户名包含特殊符号，中文，表情等 => 报错",""
"passed","Tue Mar 07 14:23:23 GMT 2023","Tue Mar 07 14:23:26 GMT 2023","2815","create a wallet","create/account","create/password > create/seed > create/confirm","","","#3 输入正确的顺序后，能够点击confirm",""
"passed","Tue Mar 07 14:24:11 GMT 2023","Tue Mar 07 14:24:13 GMT 2023","2611","importWallet","import/seed","import/password","","","#4 还没点击 agree 按钮，点击继续=>无法点击继续 ",""
"failed","Tue Mar 07 14:24:46 GMT 2023","Tue Mar 07 14:24:46 GMT 2023","307","popup","","","","","没有连接网站时=>查询连接状态为未连接",""
"passed","Tue Mar 07 14:23:38 GMT 2023","Tue Mar 07 14:23:43 GMT 2023","5178","importWallet","import/seed","","","","#2 输入的助记词包含数字 # 无法导入助记词",""
"skipped","Tue Mar 07 14:23:02 GMT 2023","Tue Mar 07 14:23:02 GMT 2023","1","create a wallet","create/account","create/password","","","#2-1 输入的密码:🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕=>报错",""
"passed","Tue Mar 07 14:23:13 GMT 2023","Tue Mar 07 14:23:19 GMT 2023","5783","create a wallet","create/account","create/password > create/seed > create/confirm","","","#1 输入顺序和之前不一致=>无法点击confirm",""
"passed","Tue Mar 07 14:23:32 GMT 2023","Tue Mar 07 14:23:38 GMT 2023","5285","importWallet","import/seed","","","","#1 输入的助记词包含重复的单词 # 无法导入助记词",""
"broken","Tue Mar 07 14:24:58 GMT 2023","Tue Mar 07 14:25:09 GMT 2023","10966","popup","whitelist-sites","","","","在白名单的网页，点击enable,不用approve",""
"passed","Tue Mar 07 14:23:48 GMT 2023","Tue Mar 07 14:23:53 GMT 2023","5166","importWallet","import/seed","","","","#4 词库外的单词https://github.com/bitcoin/bips/blob/master/bip-0039/english.txt => 无法导入助记词",""
"passed","Tue Mar 07 14:23:43 GMT 2023","Tue Mar 07 14:23:48 GMT 2023","5075","importWallet","import/seed","","","","#3 输入的助记词包含特殊符号 => 无法导入助记词",""
"passed","Tue Mar 07 14:23:09 GMT 2023","Tue Mar 07 14:23:11 GMT 2023","2084","create a wallet","create/account","create/password > create/seed","","","#2 点击返回=>点击成功",""
"passed","Tue Mar 07 14:24:45 GMT 2023","Tue Mar 07 14:24:46 GMT 2023","776","popup","","","","","查询名字和 UserName:xm一致",""
"passed","Tue Mar 07 14:23:55 GMT 2023","Tue Mar 07 14:24:00 GMT 2023","4587","importWallet","import/seed","","","","#6 还没输完，点击next=>点击失败",""
"skipped","Tue Mar 07 14:24:05 GMT 2023","Tue Mar 07 14:24:05 GMT 2023","0","importWallet","import/seed","import/password","","","#2-1 输入的密码:👋👋👋👋👋👋👋👋👋👋👋=>报错",""
"skipped","Tue Mar 07 14:24:05 GMT 2023","Tue Mar 07 14:24:05 GMT 2023","0","importWallet","import/seed","import/password","","","#2-0 输入的密码:中文12345678=>报错",""
