"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Feb 26 15:30:45 GMT 2023","Sun Feb 26 15:30:46 GMT 2023","1342","popup","whitelist-sites","添加白名单","","","http://info.cern.ch/",""
"skipped","Sun Feb 26 15:28:15 GMT 2023","Sun Feb 26 15:28:15 GMT 2023","1","create a wallet","create/account","","","","#4 输入的用户名过长 => 限制长度",""
"skipped","Sun Feb 26 15:28:15 GMT 2023","Sun Feb 26 15:28:15 GMT 2023","0","create a wallet","create/account","","","","#3 输入的用户名包含特殊符号，中文，表情等 => 报错",""
"passed","Sun Feb 26 15:30:26 GMT 2023","Sun Feb 26 15:30:27 GMT 2023","1559","popup","whitelist-sites","","","","搜索白名单网页，能搜索到",""
"broken","Sun Feb 26 15:29:48 GMT 2023","Sun Feb 26 15:29:59 GMT 2023","10059","demo","","","","","0-signData test",""
"failed","Sun Feb 26 15:30:00 GMT 2023","Sun Feb 26 15:30:01 GMT 2023","307","popup","","","","","没有连接网站时=>查询连接状态为未连接",""
"passed","Sun Feb 26 15:28:37 GMT 2023","Sun Feb 26 15:28:40 GMT 2023","3524","create a wallet","create/account","create/password > create/seed > create/confirm","","","#2 输入错误的顺序能够，能够取消输入正确的顺序",""
"passed","Sun Feb 26 15:28:20 GMT 2023","Sun Feb 26 15:28:24 GMT 2023","4860","create a wallet","create/account","create/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"failed","Sun Feb 26 15:30:51 GMT 2023","Sun Feb 26 15:30:52 GMT 2023","1735","popup","whitelist-sites","添加白名单","","","https://godwoken-bridge-testnet.vercel.app/#/v1/deposit/pending?sadasdasdasdasdasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndasdandawndiowafnoawhfaoihfoaihfioawhfoia=aaa",""
"passed","Sun Feb 26 15:28:49 GMT 2023","Sun Feb 26 15:28:54 GMT 2023","5005","importWallet","import/seed","","","","#1 输入的助记词包含重复的单词 # 无法导入助记词",""
"passed","Sun Feb 26 15:29:48 GMT 2023","Sun Feb 26 15:29:48 GMT 2023","7","demo","","","","","连接成功之后,connectButton 按钮将改为关闭状态",""
"skipped","Sun Feb 26 15:29:42 GMT 2023","Sun Feb 26 15:29:42 GMT 2023","0","importWallet","import/seed","import/password > import/account","","","#4 输入的用户名过长 => 限制长度",""
"passed","Sun Feb 26 15:29:11 GMT 2023","Sun Feb 26 15:29:16 GMT 2023","4572","importWallet","import/seed","","","","#6 还没输完，点击next=>点击失败",""
"passed","Sun Feb 26 15:29:29 GMT 2023","Sun Feb 26 15:29:34 GMT 2023","5232","importWallet","import/seed","import/password","","","#5 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Sun Feb 26 15:29:10 GMT 2023","Sun Feb 26 15:29:11 GMT 2023","1471","importWallet","import/seed","","","","#5 点击返回=> 返回成功",""
"passed","Sun Feb 26 15:29:34 GMT 2023","Sun Feb 26 15:29:40 GMT 2023","5417","importWallet","import/seed","import/password > import/account","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Sun Feb 26 15:28:27 GMT 2023","Sun Feb 26 15:28:29 GMT 2023","2044","create a wallet","create/account","create/password > create/seed","","","#2 点击返回=>点击成功",""
"passed","Sun Feb 26 15:30:58 GMT 2023","Sun Feb 26 15:31:00 GMT 2023","1119","notification","sign-data","","","","signData(type:fullOwnership,payload:{""signer"":""0x00"",""data"":""0x00""}),expected:mooooock signed data",""
"passed","Sun Feb 26 15:29:40 GMT 2023","Sun Feb 26 15:29:42 GMT 2023","2437","importWallet","import/seed","import/password > import/account","","","#2 还没输入用户名,点击back => 返回成功",""
"passed","Sun Feb 26 15:28:09 GMT 2023","Sun Feb 26 15:28:13 GMT 2023","4543","create a wallet","create/account","","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Sun Feb 26 15:28:15 GMT 2023","Sun Feb 26 15:28:20 GMT 2023","4764","create a wallet","create/account","create/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Sun Feb 26 15:30:11 GMT 2023","Sun Feb 26 15:30:12 GMT 2023","404","popup","","","","","能够点击whitelist-sites",""
"passed","Sun Feb 26 15:28:13 GMT 2023","Sun Feb 26 15:28:15 GMT 2023","1563","create a wallet","create/account","","","","#2 还没输入用户名,点击back => 返回成功",""
"skipped","Sun Feb 26 15:28:20 GMT 2023","Sun Feb 26 15:28:20 GMT 2023","0","create a wallet","create/account","create/password","","","#2-0 输入的密码:中文中文中文中文中文中文中文=>报错",""
"passed","Sun Feb 26 15:29:21 GMT 2023","Sun Feb 26 15:29:27 GMT 2023","5392","importWallet","import/seed","import/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"passed","Sun Feb 26 15:28:25 GMT 2023","Sun Feb 26 15:28:27 GMT 2023","2087","create a wallet","create/account","create/password > create/seed","","","#1 clipboard 和 框里一致",""
"failed","Sun Feb 26 15:30:28 GMT 2023","Sun Feb 26 15:30:31 GMT 2023","2916","popup","whitelist-sites","","","","在连接白名单网页的时候，删除该网页=>当前可用？返回页面，connected状态会更改吗？，当前的ckbprovider是否可用,下次连接需要点connect",""
"passed","Sun Feb 26 15:28:31 GMT 2023","Sun Feb 26 15:28:36 GMT 2023","5567","create a wallet","create/account","create/password > create/seed > create/confirm","","","#1 输入顺序和之前不一致=>无法点击confirm",""
"broken","Sun Feb 26 15:28:43 GMT 2023","Sun Feb 26 15:28:49 GMT 2023","5786","importWallet","","","","","#1 输入正确的助记词 # 导入账户成功 ",""
"passed","Sun Feb 26 15:29:27 GMT 2023","Sun Feb 26 15:29:29 GMT 2023","2421","importWallet","import/seed","import/password","","","#4 还没点击 agree 按钮，点击继续=>无法点击继续 ",""
"failed","Sun Feb 26 15:30:39 GMT 2023","Sun Feb 26 15:30:41 GMT 2023","1486","popup","whitelist-sites","添加白名单","","","http://localhost:3000/",""
"passed","Sun Feb 26 15:30:12 GMT 2023","Sun Feb 26 15:30:12 GMT 2023","387","popup","","","","","能够点击network",""
"failed","Sun Feb 26 15:30:32 GMT 2023","Sun Feb 26 15:30:36 GMT 2023","4457","popup","whitelist-sites","添加白名单","","","https://pudge.explorer.nervos.org/",""
"passed","Sun Feb 26 15:30:27 GMT 2023","Sun Feb 26 15:30:28 GMT 2023","491","popup","whitelist-sites","","","","点击返回箭头，能够返回",""
"passed","Sun Feb 26 15:28:54 GMT 2023","Sun Feb 26 15:28:59 GMT 2023","4971","importWallet","import/seed","","","","#2 输入的助记词包含数字 # 无法导入助记词",""
"passed","Sun Feb 26 15:30:12 GMT 2023","Sun Feb 26 15:30:24 GMT 2023","11576","popup","whitelist-sites","","","","在白名单的网页，点击enable,不用approve",""
"passed","Sun Feb 26 15:28:40 GMT 2023","Sun Feb 26 15:28:43 GMT 2023","2774","create a wallet","create/account","create/password > create/seed > create/confirm","","","#3 输入正确的顺序后，能够点击confirm",""
"skipped","Sun Feb 26 15:28:20 GMT 2023","Sun Feb 26 15:28:20 GMT 2023","0","create a wallet","create/account","create/password","","","#2-1 输入的密码:🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕=>报错",""
