"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 16 10:09:07 GMT 2023","Thu Feb 16 10:09:15 GMT 2023","8386","create a wallet","create/account","create/password > create/seed > create/confirm","","","#1 输入顺序和之前不一致=>无法点击confirm",""
"passed","Thu Feb 16 10:09:59 GMT 2023","Thu Feb 16 10:10:03 GMT 2023","3376","importWallet","import/seed","","","","#6 还没输完，点击next=>点击失败",""
"passed","Thu Feb 16 10:08:49 GMT 2023","Thu Feb 16 10:08:53 GMT 2023","4456","create a wallet","create/account","create/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"skipped","Thu Feb 16 10:10:41 GMT 2023","Thu Feb 16 10:10:41 GMT 2023","0","importWallet","import/seed","import/password > import/account","","","#4 输入的用户名过长 => 限制长度",""
"passed","Thu Feb 16 10:09:40 GMT 2023","Thu Feb 16 10:09:45 GMT 2023","4958","importWallet","import/seed","","","","#1 输入的助记词包含重复的单词 # 无法导入助记词",""
"passed","Thu Feb 16 10:10:09 GMT 2023","Thu Feb 16 10:10:16 GMT 2023","6626","importWallet","import/seed","import/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"skipped","Thu Feb 16 10:08:39 GMT 2023","Thu Feb 16 10:08:39 GMT 2023","1","create a wallet","create/account","","","","#4 输入的用户名过长 => 限制长度",""
"failed","Thu Feb 16 10:08:18 GMT 2023","Thu Feb 16 10:08:20 GMT 2023","1898","demo","","","","","2nd connect will failed",""
"skipped","Thu Feb 16 10:10:09 GMT 2023","Thu Feb 16 10:10:09 GMT 2023","0","importWallet","import/seed","import/password","","","#2-1 输入的密码:👋👋👋👋👋👋👋👋👋👋👋=>报错",""
"passed","Thu Feb 16 10:08:32 GMT 2023","Thu Feb 16 10:08:35 GMT 2023","3669","create a wallet","create/account","","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Thu Feb 16 10:09:02 GMT 2023","Thu Feb 16 10:09:07 GMT 2023","4311","create a wallet","create/account","create/password > create/seed","","","#3 点击next=>点击成功",""
"passed","Thu Feb 16 10:10:22 GMT 2023","Thu Feb 16 10:10:28 GMT 2023","5871","importWallet","import/seed","import/password","","","#5 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Thu Feb 16 10:09:45 GMT 2023","Thu Feb 16 10:09:47 GMT 2023","1973","importWallet","import/seed","","","","#2 输入的助记词包含数字 # 无法导入助记词",""
"passed","Thu Feb 16 10:08:23 GMT 2023","Thu Feb 16 10:08:32 GMT 2023","8356","create a wallet","","","","","#1 确认助记词成功#成功创建账户",""
"passed","Thu Feb 16 10:08:36 GMT 2023","Thu Feb 16 10:08:38 GMT 2023","2843","create a wallet","create/account","","","","#2 还没输入用户名,点击back => 返回成功",""
"passed","Thu Feb 16 10:09:34 GMT 2023","Thu Feb 16 10:09:40 GMT 2023","6279","importWallet","","","","","#1 输入正确的助记词 # 导入账户成功 ",""
"passed","Thu Feb 16 10:09:52 GMT 2023","Thu Feb 16 10:09:57 GMT 2023","4737","importWallet","import/seed","","","","#4 词库外的单词https://github.com/bitcoin/bips/blob/master/bip-0039/english.txt => 无法导入助记词",""
"passed","Thu Feb 16 10:09:26 GMT 2023","Thu Feb 16 10:09:34 GMT 2023","7448","create a wallet","create/account","create/password > create/seed > create/confirm","","","#3 输入正确的顺序后，能够点击confirm",""
"skipped","Thu Feb 16 10:10:41 GMT 2023","Thu Feb 16 10:10:41 GMT 2023","1","importWallet","import/seed","import/password > import/account","","","#3-0 输入的用户名包含特殊符号，中文，表情等: => 报错",""
"passed","Thu Feb 16 10:09:57 GMT 2023","Thu Feb 16 10:09:59 GMT 2023","2302","importWallet","import/seed","","","","#5 点击返回=> 返回成功",""
