"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 08 02:53:39 GMT 2023","Wed Mar 08 02:53:44 GMT 2023","5169","importWallet","import/seed","import/password","","","#5 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Wed Mar 08 02:52:49 GMT 2023","Wed Mar 08 02:52:52 GMT 2023","2771","create a wallet","create/account","create/password > create/seed > create/confirm","","","#3 输入正确的顺序后，能够点击confirm",""
"broken","Wed Mar 08 02:55:08 GMT 2023","Wed Mar 08 02:55:08 GMT 2023","0","popup","","","","","""after each"" hook for ""https://pudge.explorer.nervos.org/""",""
"skipped","Wed Mar 08 02:52:24 GMT 2023","Wed Mar 08 02:52:24 GMT 2023","0","create a wallet","create/account","","","","#4 输入的用户名过长 => 限制长度",""
"broken","Wed Mar 08 02:54:10 GMT 2023","Wed Mar 08 02:54:21 GMT 2023","10310","popup","","","","","连接网站时,查询连接状态为已连接,关闭后为未连接",""
"skipped","Wed Mar 08 02:53:52 GMT 2023","Wed Mar 08 02:53:52 GMT 2023","1","importWallet","import/seed","import/password > import/account","","","#4 输入的用户名过长 => 限制长度",""
"passed","Wed Mar 08 02:52:21 GMT 2023","Wed Mar 08 02:52:24 GMT 2023","2143","create a wallet","create/account","","","","#2 还没输入用户名,点击back => 返回成功",""
"passed","Wed Mar 08 02:52:24 GMT 2023","Wed Mar 08 02:52:29 GMT 2023","5166","create a wallet","create/account","create/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"passed","Wed Mar 08 02:52:29 GMT 2023","Wed Mar 08 02:52:34 GMT 2023","4852","create a wallet","create/account","create/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"failed","Wed Mar 08 02:54:30 GMT 2023","Wed Mar 08 02:54:31 GMT 2023","1178","popup","whitelist-sites","","","","删除白名单网页,删除成功",""
"passed","Wed Mar 08 02:52:46 GMT 2023","Wed Mar 08 02:52:49 GMT 2023","3576","create a wallet","create/account","create/password > create/seed > create/confirm","","","#2 输入错误的顺序能够，能够取消输入正确的顺序",""
"skipped","Wed Mar 08 02:52:24 GMT 2023","Wed Mar 08 02:52:24 GMT 2023","1","create a wallet","create/account","","","","#3 输入的用户名包含特殊符号，中文，表情等 => 报错",""
"passed","Wed Mar 08 02:53:03 GMT 2023","Wed Mar 08 02:53:09 GMT 2023","5066","importWallet","import/seed","","","","#2 输入的助记词包含数字 # 无法导入助记词",""
"passed","Wed Mar 08 02:52:40 GMT 2023","Wed Mar 08 02:52:46 GMT 2023","5651","create a wallet","create/account","create/password > create/seed > create/confirm","","","#1 输入顺序和之前不一致=>无法点击confirm",""
"failed","Wed Mar 08 02:54:10 GMT 2023","Wed Mar 08 02:54:10 GMT 2023","311","popup","","","","","没有连接网站时=>查询连接状态为未连接",""
"passed","Wed Mar 08 02:55:14 GMT 2023","Wed Mar 08 02:55:15 GMT 2023","1110","notification","sign-data","","","","signData(type:fullOwnership,payload:{""signer"":""0x00"",""data"":""0x00""}),expected:mooooock signed data",""
"skipped","Wed Mar 08 02:52:29 GMT 2023","Wed Mar 08 02:52:29 GMT 2023","0","create a wallet","create/account","create/password","","","#2-0 输入的密码:中文中文中文中文中文中文中文=>报错",""
"skipped","Wed Mar 08 02:53:31 GMT 2023","Wed Mar 08 02:53:31 GMT 2023","0","importWallet","import/seed","import/password","","","#2-0 输入的密码:中文12345678=>报错",""
"passed","Wed Mar 08 02:53:25 GMT 2023","Wed Mar 08 02:53:31 GMT 2023","5365","importWallet","import/seed","import/password","","","#1 输入密码少于8位, 就点击next=>报错",""
"broken","Wed Mar 08 02:52:09 GMT 2023","Wed Mar 08 02:52:16 GMT 2023","6108","create a wallet","","","","","#1 确认助记词成功#成功创建账户",""
"passed","Wed Mar 08 02:53:21 GMT 2023","Wed Mar 08 02:53:25 GMT 2023","4524","importWallet","import/seed","","","","#6 还没输完，点击next=>点击失败",""
"passed","Wed Mar 08 02:54:21 GMT 2023","Wed Mar 08 02:54:21 GMT 2023","421","popup","","","","","能够点击whitelist-sites",""
"passed","Wed Mar 08 02:54:33 GMT 2023","Wed Mar 08 02:54:34 GMT 2023","492","popup","whitelist-sites","","","","点击返回箭头，能够返回",""
"skipped","Wed Mar 08 02:53:31 GMT 2023","Wed Mar 08 02:53:31 GMT 2023","1","importWallet","import/seed","import/password","","","#2-1 输入的密码:👋👋👋👋👋👋👋👋👋👋👋=>报错",""
"failed","Wed Mar 08 02:54:34 GMT 2023","Wed Mar 08 02:54:37 GMT 2023","2954","popup","whitelist-sites","","","","在连接白名单网页的时候，删除该网页=>当前可用？返回页面，connected状态会更改吗？，当前的ckbprovider是否可用,下次连接需要点connect",""
"passed","Wed Mar 08 02:54:31 GMT 2023","Wed Mar 08 02:54:33 GMT 2023","1747","popup","whitelist-sites","","","","搜索白名单网页，能搜索到",""
"failed","Wed Mar 08 02:54:38 GMT 2023","Wed Mar 08 02:54:56 GMT 2023","18214","popup","whitelist-sites","添加白名单","","","https://pudge.explorer.nervos.org/",""
"passed","Wed Mar 08 02:53:09 GMT 2023","Wed Mar 08 02:53:14 GMT 2023","5153","importWallet","import/seed","","","","#3 输入的助记词包含特殊符号 => 无法导入助记词",""
"skipped","Wed Mar 08 02:52:29 GMT 2023","Wed Mar 08 02:52:29 GMT 2023","1","create a wallet","create/account","create/password","","","#2-1 输入的密码:🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕🆕=>报错",""
"passed","Wed Mar 08 02:53:44 GMT 2023","Wed Mar 08 02:53:49 GMT 2023","5359","importWallet","import/seed","import/password > import/account","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Wed Mar 08 02:53:36 GMT 2023","Wed Mar 08 02:53:39 GMT 2023","2477","importWallet","import/seed","import/password","","","#4 还没点击 agree 按钮，点击继续=>无法点击继续 ",""
"passed","Wed Mar 08 02:52:16 GMT 2023","Wed Mar 08 02:52:21 GMT 2023","5370","create a wallet","create/account","","","","#1 还没输入用户名,点击继续 => 无法点击继续",""
"passed","Wed Mar 08 02:53:14 GMT 2023","Wed Mar 08 02:53:19 GMT 2023","5059","importWallet","import/seed","","","","#4 词库外的单词https://github.com/bitcoin/bips/blob/master/bip-0039/english.txt => 无法导入助记词",""
"passed","Wed Mar 08 02:53:49 GMT 2023","Wed Mar 08 02:53:52 GMT 2023","2358","importWallet","import/seed","import/password > import/account","","","#2 还没输入用户名,点击back => 返回成功",""
