"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Mar 07 14:21:41 GMT 2023","Tue Mar 07 14:21:41 GMT 2023","0","create a wallet","create/account","","","","#4 输入的用户名过长 => 限制长度",""
"passed","Tue Mar 07 14:22:32 GMT 2023","Tue Mar 07 14:22:37 GMT 2023","5125","importWallet","import/seed","","","","#4 词库外的单词https://github.com/bitcoin/bips/blob/master/bip-0039/english.txt => 无法导入助记词",""
"passed","Tue Mar 07 14:21:46 GMT 2023","Tue Mar 07 14:21:51 GMT 2023","4852","create a wallet","create/account","create/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"passed","Tue Mar 07 14:22:49 GMT 2023","Tue Mar 07 14:22:54 GMT 2023","5461","importWallet","import/seed","import/password","","","#3 输入的密码,和确认密码不一致=>无法点击继续 ",""
"passed","Tue Mar 07 14:22:54 GMT 2023","Tue Mar 07 14:22:57 GMT 2023","2545","importWallet","import/seed","import/password","","","#4 还没点击 agree 按钮，点击继续=>无法点击继续 ",""
"passed","Tue Mar 07 14:22:27 GMT 2023","Tue Mar 07 14:22:32 GMT 2023","5131","importWallet","import/seed","","","","#3 输入的助记词包含特殊符号 => 无法导入助记词",""
"passed","Tue Mar 07 14:22:37 GMT 2023","Tue Mar 07 14:22:39 GMT 2023","1647","importWallet","import/seed","","","","#5 点击返回=> 返回成功",""
"passed","Tue Mar 07 14:23:17 GMT 2023","Tue Mar 07 14:23:17 GMT 2023","8","demo","","","","","连接成功之后,connectButton 按钮将改为关闭状态",""
"passed","Tue Mar 07 14:22:03 GMT 2023","Tue Mar 07 14:22:07 GMT 2023","3786","create a wallet","create/account","create/password > create/seed > create/confirm","","","#2 输入错误的顺序能够，能够取消输入正确的顺序",""
"broken","Tue Mar 07 14:21:27 GMT 2023","Tue Mar 07 14:21:34 GMT 2023","7281","create a wallet","","","","","#1 确认助记词成功#成功创建账户",""
"broken","Tue Mar 07 14:22:10 GMT 2023","Tue Mar 07 14:22:16 GMT 2023","5951","importWallet","","","","","#1 输入正确的助记词 # 导入账户成功 ",""
"passed","Tue Mar 07 14:22:16 GMT 2023","Tue Mar 07 14:22:21 GMT 2023","5278","importWallet","import/seed","","","","#1 输入的助记词包含重复的单词 # 无法导入助记词",""
"skipped","Tue Mar 07 14:23:11 GMT 2023","Tue Mar 07 14:23:11 GMT 2023","0","importWallet","import/seed","import/password > import/account","","","#4 输入的用户名过长 => 限制长度",""
